search_term,Unique User Count,Result Count,No Results Count,No Result Percentage,Using Autocomplete,Using Free Text
roses shocking blue (lavender),1,43,0,0,43,0
dahl,0,1,0,0,0,1
carnation carnation easter assorted,1,1,0,0,1,0
roses wildcat,1,1,0,0,1,0
silver dollar eucalyptus,4,13,0,0,0,12
roses kahala,1,3,0,0,3,0
mandarin expression,0,1,0,0,0,0
amaranth,3,8,0,0,0,5
free spirit rose,2,4,0,0,0,4
dried and preserved flowers nigella love in a mist,1,1,0,0,1,0
mini green hydrangea,1,1,0,0,0,1
dogwood,0,1,0,0,0,1
toffee,11,23,0,0,1,17
perfection assorted,1,2,0,0,0,0
dark yellow rose,1,1,0,0,0,1
blue veronica,1,1,0,0,0,0
spirea white,2,7,0,0,7,0
"carnations ",2,5,0,0,0,2
hydrangea lime green extra,1,1,0,0,1,0
white solomon,1,1,0,0,0,1
ranunculus butterfly magical mascarpone,1,1,0,0,0,1
carnation pink,2,3,0,0,0,0
roses tinted/dyed toppings bubble tea,1,1,0,0,1,0
alstroemeria intez salmon,1,4,0,0,4,0
roses born happy,1,4,0,0,4,0
"yellow ",1,1,0,0,0,1
"lady eva ",1,3,0,0,0,0
spray roses golden blossom,1,1,0,0,1,0
chrysanthemum disbuds/ mums cremon rossano pink,1,1,0,0,1,0
roses bicolor orange,0,1,0,0,1,0
scabiosa caucasian (white),0,2,0,0,2,0
"hypericum white ",1,1,0,0,0,1
smilax southern smilax 25ft total,1,2,0,0,2,0
pink flowers,1,2,0,0,0,1
red hanging (brown - red),0,2,0,0,2,0
cream ranunculus,1,3,0,0,0,3
baby,2,9,0,0,0,9
roses red panther,1,1,0,0,1,0
chrysanthemum+disbuds/+mums+spider+anastasia+white,0,1,0,0,0,1
"bells of ireland ",1,1,0,0,0,1
flower kale,0,1,0,0,0,0
light pink garden rose,1,1,0,0,0,1
anthurium tropical,1,2,0,0,2,0
denim,0,1,0,0,0,0
blush garden rose,1,2,0,0,0,2
chrysanthemum disbuds/ mums cremon gaviria,1,1,0,0,1,0
ranunculus amandine picote yellow orange,2,2,0,0,2,0
sweat pea,1,1,0,0,0,0
ivy,7,9,0,0,0,4
"pink ",2,10,0,0,0,8
italian ruscua,0,1,0,0,0,0
calla lily,14,24,0,0,0,12
" tulip",1,1,0,0,0,1
calla lillies white,1,2,0,0,0,0
fall feature,1,2,0,0,0,2
eucalyptus diamond,1,1,0,0,1,0
bleached ruscus,1,1,0,0,0,0
" chrysanthemum",1,6,0,0,0,0
spr,1,1,0,0,0,1
astrantia,3,5,0,0,0,3
hydrangea white select  (15 - 17 cm) (the tone can vary depending on the weather - creamy / greenish,1,1,0,0,1,0
sahara sensation,3,5,0,0,0,3
ruscus israeli green,1,1,0,0,0,1
roses  playa blanca sometimes have subtle blush hintsgarden roses white,0,1,0,0,0,0
bouquets efg  pink medium 2 pink sweet dianthus 1 hotpink spray roses 2 pink carnation 2 hotpink dou,1,1,0,0,0,1
"japanese ",0,2,0,0,0,2
ilse,1,2,0,0,0,2
"purple ",4,4,0,0,0,2
baby eucalyptus,1,2,0,0,0,2
peony red charm,1,2,0,0,1,0
tree fern,2,2,0,0,0,2
purple allium,1,1,0,0,0,1
mixed box pink,2,2,0,0,0,2
cabbage rose,1,1,0,0,0,0
silver dollar,11,25,0,0,0,13
daisy atlantis pink,0,2,0,0,2,0
pink tulips,0,1,0,0,0,0
dendrobium hybrid evergreen (stem),1,1,0,0,1,0
anem,1,1,0,0,0,1
"red anthurium ",0,1,0,0,0,0
garden rose pink monster,1,1,0,0,0,1
delphinium light blue,4,4,0,0,1,3
"assorted (white, pink, peach)",0,2,0,0,2,0
spray rose pink,0,1,0,0,0,1
stock spray,3,7,0,0,0,2
white lysia,1,1,0,0,0,0
dendrobium white,1,6,0,0,0,2
"valentine assorted (red, pink, white)",0,4,0,0,4,0
red hydrangea,1,1,0,0,0,1
japanese carnation,1,1,0,0,0,1
"waxflower assorted (pink, purple)",1,1,0,0,1,0
dried cornflower,1,1,0,0,0,1
gsi,1,1,0,0,0,1
cress,1,2,0,0,0,2
chrysanthemum disbuds/ mums football white,1,2,0,0,2,0
mixed roses,0,1,0,0,0,0
orange sunset,1,1,0,0,0,1
green eye,1,1,0,0,0,1
hybrid delph,1,2,0,0,0,0
mixed flowers,1,2,0,0,0,2
star thistle arabian dawn,1,1,0,0,1,0
peach spray roses,1,1,0,0,0,1
"peach ranunculus ",2,19,0,0,0,1
"plumosus ",1,1,0,0,0,0
green  rose,1,1,0,0,0,1
waxflowe,0,1,0,0,0,0
bouquets round anana large tropical 22 stbqt mixed 55cm,2,4,0,0,0,4
smoke bush,1,1,0,0,0,0
magic time,0,1,0,0,0,0
oncidium dancing lady,1,1,0,0,0,1
mondial,6,6,0,0,0,6
soft meadow,1,1,0,0,0,1
cymbidium,5,6,0,0,0,3
dianthus green,1,2,0,0,0,2
fern fiddleheads,0,2,0,0,0,0
"yellow roses ",2,5,0,0,0,4
roses blue dream,1,1,0,0,1,0
"white anemone ",1,1,0,0,0,1
ranuncu,1,1,0,0,0,1
burgundy cymbidium orchids,1,1,0,0,0,1
focal flower,1,1,0,0,0,1
ranunculus elegance pink,1,71,0,0,0,71
mini peach spray roses,1,1,0,0,0,0
david austin garden roses eugenie *fragrance*,2,12,0,0,12,0
garden roses pink expression,6,12,0,0,12,0
mayras peach,1,1,0,0,0,0
garden spray roses sweet dreams,1,1,0,0,1,0
greenery bunch,1,2,0,0,0,2
"white hydrangea ",4,5,0,0,0,1
gypsophilia,4,4,0,0,0,3
cappuccino,1,1,0,0,0,1
leatherleaf sleeved,2,2,0,0,2,0
white veronica,2,3,0,0,0,3
vday mixed box,1,1,0,0,0,1
heather,2,4,0,0,0,1
amada,0,1,0,0,1,0
bouquets 12 red roses incl. gyp or filler,1,2,0,0,2,0
pacific garland,1,1,0,0,0,1
xlence (big head size) 750 gr.,1,2,0,0,2,0
curtains red velvet,0,1,0,0,1,0
minami,3,4,0,0,0,3
"roses assorted (25 red, pink, lavender, yellow)",1,2,0,0,2,0
green flowers,1,1,0,0,0,1
"purple carnation ",1,1,0,0,0,0
garden roses full monty,0,1,0,0,1,0
green moss,1,1,0,0,0,0
lilies white,1,3,0,0,0,3
garden roses miyabi brown,2,3,0,0,3,0
gold,3,3,0,0,0,3
carnation cooper,1,1,0,0,0,0
lilies la hybrids assorted 2 bl,1,1,0,0,1,0
" leather leaf",1,1,0,0,0,1
lotus,0,4,0,0,0,0
line flower,1,1,0,0,0,0
"daffodils ",0,1,0,0,0,1
cremon petruska,2,2,0,0,0,1
y,1,1,0,0,0,1
thistle,10,25,0,0,0,17
valentine assorted,0,2,0,0,2,0
"alstroemeria  ",0,1,0,0,0,0
purple anemone,2,2,0,0,0,2
periwinkle,1,1,0,0,0,1
titanic,1,1,0,0,0,1
bouquets round banana colada medium tropical 21 stbqt mixed 50cm,2,4,0,0,0,4
lilac purple,1,2,0,0,2,0
"gypsophilia ",1,1,0,0,0,1
purple ranunculus,2,3,0,0,0,2
bouquets round tropical,2,22,0,0,0,22
white spray,4,5,0,0,0,4
scabiosa fama deep blue,1,1,0,0,1,0
purple rose,3,6,0,0,0,1
blue delphinium,19,27,0,0,0,23
valentine all,10,71,0,0,0,71
chrysanthemum disbuds/ mums spider anastasia rainbow 4th of july assorted (tinted-dyed),1,1,0,0,1,0
happy nation,1,1,0,0,0,0
sweet oea,1,2,0,0,0,0
"cream roses ",1,7,0,0,0,7
filler floral,1,1,0,0,0,0
"roses assorted (white, yellow)",0,1,0,0,1,0
garden roses pearl finesse,1,1,0,0,1,0
acacia feather,1,1,0,0,1,0
oxypetalum,1,1,0,0,0,1
filler pink,1,1,0,0,0,0
dahlias,7,13,0,0,0,5
plumosus,3,6,0,0,0,5
lilies oriental new starfighter 3/5 bl,1,1,0,0,1,0
"solidago ",2,2,0,0,0,1
chrysanthemum green,3,6,0,0,0,5
carnation mandalay,1,1,0,0,1,0
stock spr,1,1,0,0,0,1
sweet,1,1,0,0,0,1
50 red rose,1,1,0,0,0,1
iris casablanca,0,1,0,0,1,0
trifecta,1,1,0,0,0,1
rhoslyn,1,2,0,0,0,1
bouquets efg elm - alstro rose pink (12 roses pink + 6 alstro white) 18 st/bqt,1,1,0,0,1,0
orange spray rose,2,3,0,0,0,2
roses tinted/dyed toppings lightmoon,1,2,0,0,2,0
"greens ",0,4,0,0,0,0
snapdragons red,1,3,0,0,3,0
assorted (white),1,1,0,0,1,0
grevillea,1,4,0,0,0,4
green hanging,2,2,0,0,0,0
dried solidago,1,1,0,0,0,1
scarlatta,1,2,0,0,2,0
amnesia,2,6,0,0,0,5
ranunculus red,2,3,0,0,2,1
roses luciano,3,4,0,0,4,0
"ranunculus  clooney ",0,1,0,0,0,0
euphorbia snow on the mountain,2,2,0,0,2,0
kerri branch,1,1,0,0,0,1
anemone mistral,1,1,0,0,0,1
ranunculus burgundy,1,1,0,0,0,0
chrysanthemum disbuds/ mums cremon empress,1,1,0,0,1,0
1037088  sunflower vince,1,1,0,0,0,0
hydrangea blue jumbo (20-24 cm),1,1,0,0,1,0
combo box,2,5,0,0,0,0
"lilies oriental stargazer ",1,1,0,0,0,1
"mixed box 50 liriope grass, 20 cocculus, 20 ruscus, 10 brilliantina shiny",0,1,0,0,1,0
dianthus sweet william white,1,3,0,0,3,0
"assorted (25 blizzard, brighton, high.& magic, jessica)",1,1,0,0,1,0
gerb,2,3,0,0,0,3
pink,25,58,0,0,0,33
moss,8,12,0,0,0,7
silver queen pittosporum,0,1,0,0,0,0
rose quicksand,1,2,0,0,0,1
grasses,1,1,0,0,0,1
billy haromans,1,1,0,0,0,0
veggie,2,3,0,0,0,3
cremon bronze,1,1,0,0,0,0
white lili es,1,1,0,0,0,1
"red roses red roses ",0,1,0,0,0,0
garden rosa,1,1,0,0,0,0
waxflower assorted,4,7,0,0,7,0
sunspring white,1,3,0,0,0,0
"yellow rose ",1,2,0,0,0,0
pennycress  green,2,2,0,0,2,0
alocasia (elephant ears) bicolor large,1,1,0,0,1,0
rose bunch,1,1,0,0,0,1
daisy alma,1,1,0,0,0,0
chrysanthemum disbuds/ mums spider novastar,1,2,0,0,2,0
orange,17,39,0,0,0,29
yellow (stem),1,1,0,0,0,0
ranunculus butterfly europe,0,1,0,0,1,0
ranunculus whitestock,0,1,0,0,0,0
ragazza,1,1,0,0,0,1
spray roses mixed,1,1,0,0,0,0
hydrangea white select (16-17cm) (the tone can vary depending on the weather - creamy / greenish),1,1,0,0,1,0
spray roses viviana,1,1,0,0,1,0
"roses freedom ",0,4,0,0,0,0
"garden rose ",1,2,0,0,0,2
huck,4,7,0,0,0,4
roses+freedom,1,1,0,0,1,0
"assorted ",1,1,0,0,0,0
bouquets efg  flo  lemonade luxe,1,2,0,0,0,2
"garden roses notre dame ",2,3,0,0,3,0
chrysanthemum spray pom daisy shortcake,1,2,0,0,2,0
hydrangea pink,4,15,0,0,0,1
mini carnations,3,4,0,0,0,4
hve,1,2,0,0,0,2
venturoso,1,1,0,0,0,1
garden spray roses,2,4,0,0,0,4
oxbloodred rose,1,1,0,0,0,1
"mini hydrangea ",0,1,0,0,0,1
"boxwood ",1,1,0,0,0,0
waxflower alba,1,7,0,0,7,0
"chrysanthemums ",0,1,0,0,0,0
light purple,2,6,0,0,0,1
santini peach,0,1,0,0,0,0
arborvitae,1,5,0,0,0,5
brazuca pom,1,1,0,0,0,1
"marigold ",1,1,0,0,0,1
"spray roses assorted (10 red, 10 pink majolika, 20 viviana, 10 yellow, 10 orange)",1,5,0,0,5,0
stars of bethlehem,1,1,0,0,0,1
butterfly magical salmon,2,2,0,0,0,0
tweedia blue,4,5,0,0,5,0
delphinium trick ks,1,1,0,0,1,0
"spray roses assorted (10 hot pink folies, 10 ilse, 10 mambo, 20 viviana, 10 suncity)",3,6,0,0,6,0
roses saga,1,2,0,0,2,0
palm phoenix roebelenii,1,1,0,0,1,0
assorted roses,3,3,0,0,0,2
delphinium hybrid galahad,1,1,0,0,1,0
scabiosa focal scoop sweetness,1,3,0,0,3,0
butterfly magical caramel,1,3,0,0,0,0
gypsophilia (babys breath) xlence (big head size) 750 gr.,1,8,0,0,8,0
burgundy anemone,0,2,0,0,0,0
butterfly musa,1,1,0,0,0,1
refferal,1,1,0,0,0,0
caroline,1,2,0,0,0,0
yellow stock,1,2,0,0,0,2
"stock mauve ",1,1,0,0,0,1
elephant ears,1,2,0,0,0,0
alst,1,8,0,0,0,8
"aga - combo 14 (25 rose orange, rose yellow, 20 statice coral, marigold orange, spray rose peach, fr",1,1,0,0,0,0
"roses assorted (50 red, 25 hot pink, 25 pink, 25 white)",1,2,0,0,2,0
burgundy ranunculus,1,1,0,0,0,1
white snapdragon,1,1,0,0,0,1
garlands italian ruscus regular (5 in. wide x 4 ft long),1,3,0,0,3,0
hydrangea white premium (18-21 cm) (the tone can vary depending on the weather - creamy / greenish),1,1,0,0,1,0
cappucinno rose,1,1,0,0,0,1
playa,6,10,0,0,0,7
polo rose,1,1,0,0,0,1
vine,4,6,0,0,0,5
peony bowl of cream,1,2,0,0,2,0
astilbe lavender,1,1,0,0,1,0
white spray rose,5,7,0,0,0,3
"red rose ",1,3,0,0,0,2
"bouquet ",3,6,0,0,0,0
lilie,1,3,0,0,0,0
focal,1,1,0,0,0,1
polo,1,1,0,0,0,1
pinkk garden rose,1,1,0,0,0,1
delphinium white,4,8,0,0,0,3
ail,1,1,0,0,0,0
" hydrangea tinted  red select airbrushed tinted dyed",1,1,0,0,0,1
orange fillers,1,1,0,0,0,1
expression rose,1,1,0,0,0,1
mini carnation white,1,3,0,0,0,3
dendrobium orchids,1,3,0,0,0,3
delphinium trick pink,1,1,0,0,1,0
solomio cas,1,1,0,0,0,1
" hydrangea antique red jumbo ",1,1,0,0,0,1
" spray roses",2,2,0,0,0,2
florida farms,1,1,0,0,0,1
bicolored carnations,1,1,0,0,0,1
cosmos,5,9,0,0,0,6
hypericum magical majestic,1,2,0,0,2,0
garland babys breath,1,1,0,0,0,1
molars otchids,1,1,0,0,0,0
calla white,2,2,0,0,0,0
red roses,18,33,0,0,0,12
ohara,5,9,0,0,0,9
waxflower,4,6,0,0,0,3
david austin garden roses darcey,1,1,0,0,1,0
coral reef,1,1,0,0,1,0
garden roses charming corneille,1,4,0,0,4,0
"mixed box california rose farmstand box white/cream assorted (12 garden rose, 25 rose, 64 spray rose",1,1,0,0,1,0
roses pomarosa,1,1,0,0,1,0
scoop bon bon vanilla,1,1,0,0,0,1
white plumosa,1,1,0,0,0,1
"hydrangea blue select ",1,1,0,0,0,1
eucalyptus assorted 8 inch 6ft box green,2,7,0,0,0,7
calla purple,1,1,0,0,0,0
peo,0,1,0,0,0,1
assorted roses 50cm,1,1,0,0,0,1
queen annes,1,2,0,0,0,2
larkspur,19,43,0,0,0,25
mini pitt,1,1,0,0,0,1
purple carnation,2,4,0,0,0,1
cloony hanoi,0,1,0,0,0,1
cosmo,5,6,0,0,0,4
chrysanthemum disbuds mums  cremon almendra,1,1,0,0,0,1
leucadendron jubilee crown,0,1,0,0,1,0
eqr,1,1,0,0,0,1
coffee,1,1,0,0,0,0
assorted colors in bunch,2,3,0,0,3,0
"mini carnation ",1,1,0,0,0,1
aga pink m,4,14,0,0,0,14
grapevine wreath,1,4,0,0,0,0
ranunculus purple,0,1,0,0,0,0
ranunculus light pink,3,7,0,0,4,3
roses deja vu,1,4,0,0,4,0
"larkspur ",2,2,0,0,0,1
gladiolus large flowered pink,0,1,0,0,1,0
bouquet,15,24,0,0,0,21
apricot stock,2,3,0,0,0,3
roses assorted .,1,3,0,0,3,0
carnations pink,1,1,0,0,0,1
roses ascot,1,1,0,0,1,0
hot pink carnations,1,1,0,0,0,0
van gogh black center (medium),1,1,0,0,0,0
sunflower mini (3.2 cm head),0,2,0,0,2,0
red alstroemeria,0,2,0,0,0,0
peach statice,1,7,0,0,0,7
blush roses,2,2,0,0,0,2
valentiens usa,1,1,0,0,0,1
"hypericum lovely romance ",0,1,0,0,1,0
pink ohara,1,4,0,0,0,1
carnation hurricane,1,1,0,0,0,1
elegance rossa,1,1,0,0,0,0
brujas,1,1,0,0,0,1
talea,0,1,0,0,0,0
fatima,2,2,0,0,0,2
roses fortune,1,1,0,0,1,0
"tinted rose ",0,1,0,0,0,0
heart of gold,1,1,0,0,0,1
white ohara,5,5,0,0,0,4
calla lily whitw,0,1,0,0,0,0
alice in wonderland mood board,10,14,0,0,0,14
carnation creola,0,2,0,0,2,0
spring skies mood board,1,1,0,0,0,1
watermelon ranunculus,0,1,0,0,0,0
waxflower  white,1,1,0,0,0,1
"assorted designer (gunnii, parvifolir, gumdrop, m. lagoon)",2,2,0,0,0,0
mistral,1,1,0,0,0,0
silver dollar euc,1,1,0,0,0,1
gunni eic,1,2,0,0,0,2
mix garden roses,1,1,0,0,0,1
"roses assorted (25 orange, white, light pink, yellow)",1,2,0,0,2,0
chamomile,3,3,0,0,0,2
papaver,0,1,0,0,0,0
ranunculus butterfly hades,1,1,0,0,1,0
dominica,1,2,0,0,0,2
sunset (the shade may vary within the range of this color),1,1,0,0,0,0
david austin garden roses effie *fragrance*,1,1,0,0,1,0
ocean song rose,1,1,0,0,0,1
grass,7,7,0,0,0,6
do not,1,1,0,0,0,1
"hot pink ",1,1,0,0,0,0
applause,1,1,0,0,0,1
green mist,2,5,0,0,0,4
garden roses,37,111,0,0,0,67
white roses,30,59,0,0,0,25
"pink hydrangeas ",0,1,0,0,0,0
mojito hydrandgea,1,1,0,0,0,1
euonymu,0,1,0,0,0,0
spray roses colorful cycling escapade assorted hot pink lavender pink,1,6,0,0,0,6
"orange and yellow verigated roses ",0,1,0,0,0,1
capachino,0,1,0,0,0,0
areca,1,1,0,0,0,1
tulips parrot assorted,0,1,0,0,1,0
"salal long ",1,1,0,0,1,0
peony pink,0,2,0,0,0,0
david austin garden roses millicent,1,4,0,0,4,0
white ranunculas,1,1,0,0,0,1
roses movie star,1,1,0,0,1,0
cone hydrangea,1,1,0,0,0,1
dyed,1,1,0,0,0,1
garden roses creamykiss 50 cm  cream,1,2,0,0,0,2
" leather fern ",0,1,0,0,0,0
double lilies,1,2,0,0,0,0
miracle rose,1,1,0,0,0,1
"aga - combo 28 (25 country blues, statice pink, 20 spray rose peach, statice coral, astrantia pink, ",1,1,0,0,0,0
tulips fringed fabio,1,1,0,0,1,0
porcelina,1,1,0,0,0,1
pincushion proteas orange,1,1,0,0,0,1
roses tinted/dyed toppings candy bracelet rainbow assorted (airbrushed),1,1,0,0,1,0
blue rose,2,7,0,0,0,1
pink tips,1,1,0,0,0,1
easter assorted,1,1,0,0,0,1
trendy tessino,1,1,0,0,0,1
"etz - combo fillers assorted (aster purple, aster solidago, statice purple, yarrow / red, yellow, pi",1,1,0,0,0,0
blue thistle,5,5,0,0,0,2
roses aloha,2,3,0,0,3,0
hydrangea dark blue super select,0,1,0,0,1,0
pompon button,1,1,0,0,0,1
purple garden roses,1,1,0,0,0,1
stargazer,0,2,0,0,0,0
palm palm sunday crosses,1,1,0,0,1,0
roses green romance,1,1,0,0,1,0
beatrice,1,1,0,0,0,0
"easter assorted 3 (25 spray rose elva, 10 scabiosa teaberry, delphinium light blue, campanula pink 5",1,1,0,0,0,0
peony alertie,3,4,0,0,4,0
dendrobiu,1,1,0,0,0,1
white calla lilly,1,1,0,0,0,0
rose mignon,1,1,0,0,0,1
pom pom white,1,1,0,0,0,1
green fillers,1,1,0,0,0,0
"stock spray ",1,1,0,0,0,1
cremon light salmon,1,1,0,0,0,0
viburnum snowball,0,1,0,0,1,0
sunflower sunbright extra large (6 - 8 cm head),0,1,0,0,1,0
alstroemeria green planet,1,1,0,0,0,1
"garlands pittosporum green (10 ft long, 4 in width)",1,1,0,0,1,0
cymbidium orchid,1,1,0,0,0,1
"lavender roses ",1,1,0,0,0,0
assorted garden roses,1,1,0,0,0,1
chrysanthemum disbuds/ mums cremon pink lavender,1,4,0,0,4,0
hell,1,1,0,0,0,0
pink o hara rose,1,1,0,0,0,1
tiffany,1,2,0,0,0,2
calla all around,1,1,0,0,0,1
butterfly ranunculus white,1,1,0,0,0,1
tibet rose,1,1,0,0,0,1
limonium  pina colada fuchsia,1,1,0,0,0,1
roses yellow,1,1,0,0,0,0
"thistle ",2,2,0,0,0,1
callas lilly,1,1,0,0,0,0
palm  emerald leaf,0,2,0,0,2,0
purple roses,2,3,0,0,0,0
white larkspur,6,11,0,0,0,11
pinky ranunculus,1,1,0,0,0,1
menta,2,2,0,0,0,1
"sunflowers ",1,3,0,0,0,3
"bouquets aga - valentine #3 (4 roses art deco, roses lola, solomio imre, 3 roses habana, veronica pi",1,1,0,0,1,0
greenery bouquet,0,1,0,0,0,1
chrysanthemum spray pom daisy atlantis white,1,11,0,0,11,0
yarrow lemon (the shade may vary within the range of this color),0,1,0,0,1,0
"roses  ",1,1,0,0,0,1
viola pedata,1,1,0,0,0,1
romantik,1,1,0,0,0,1
snapdragons lila,1,1,0,0,1,0
"vendela ",0,1,0,0,0,1
lilies oriental stargazer 3/5 bl,2,3,0,0,3,0
delphinium assorted,3,4,0,0,3,0
"premade bouquets ",1,1,0,0,0,0
blooming branches cherry laurel branches (non blooming) 18 lbs covers approx 190 square ft,1,1,0,0,1,0
bay leaf,0,1,0,0,0,1
"spray roses baby rosever ",1,1,0,0,1,0
mix,1,1,0,0,0,1
"garden roses ohara assorted (25 white, 25 pink)",0,3,0,0,3,0
hydrangeas blue,0,2,0,0,0,0
"astrantia ",1,2,0,0,0,2
anemone levante,1,1,0,0,0,1
duchess aster flower,1,1,0,0,0,0
ginger pink,1,3,0,0,0,3
lime green,1,1,0,0,0,1
"ranunculus clooney ",1,11,0,0,0,3
yellow flowers,0,1,0,0,0,0
rose petals fresh petals light pink (600 petals/ plastic bag),1,1,0,0,1,0
"vsm ",1,2,0,0,0,0
rose petals fresh petals white (360 petals/ plastic bag),0,1,0,0,1,0
burgundy ranun,0,1,0,0,0,1
petite sunflowers,1,1,0,0,0,1
anemone mistral plus dark blue (color is purple/ blue),1,1,0,0,1,0
ranunculus amandine salmon,0,1,0,0,1,0
dark,1,1,0,0,0,1
limonium eversnow white to yellowishsolidago,0,2,0,0,0,0
roses sweet cake,1,1,0,0,1,0
blanche,1,1,0,0,0,1
branch,2,2,0,0,0,1
mia palmer,1,1,0,0,0,1
ranunculus butterfly graces (white to yellow color),2,5,0,0,5,0
roses pink floyd,5,11,0,0,11,0
ocean song,4,9,0,0,0,5
combo,4,8,0,0,0,5
white callas,1,1,0,0,0,0
ammi,1,1,0,0,0,1
pampas grass natural dried,2,5,0,0,0,0
yello,0,1,0,0,0,1
garden roses mayras white (white/ creamish),1,3,0,0,3,0
pink petals,1,1,0,0,0,1
garden roses white,0,2,0,0,0,0
rose petals fresh petals pink (600 petals/ plastic bag),1,1,0,0,1,0
veggie rose,1,2,0,0,0,2
anemone mistral rarity,1,1,0,0,1,0
assorted carnations,1,1,0,0,0,1
orange light eose,1,1,0,0,0,0
"spray rose ",2,3,0,0,0,3
rose garden,1,6,0,0,0,3
mums white,0,2,0,0,0,0
astrantia burgundy,1,1,0,0,1,0
"orange ranunculus ",1,1,0,0,0,0
garlands gypsophila (2x 5.25 ft garlands in the box),1,2,0,0,2,0
lily of the valley,3,6,0,0,0,3
stem dye,0,1,0,0,0,0
white filler,2,3,0,0,0,1
chrysanthemum spray pom daisy amor amarillo,0,2,0,0,2,0
premade bouquets,0,1,0,0,0,1
french tulips,0,1,0,0,0,0
peach,16,30,0,0,0,18
ming fern,1,2,0,0,0,0
hydrangea emerald - mojito select (16-17 cm),0,1,0,0,1,0
garlands slf jasmine 10ft (5in wide),1,1,0,0,1,0
sunflower sunbright fancy 37 cm headgreens,1,1,0,0,0,0
naomi (burgundy to purple color),1,1,0,0,0,0
"valentine assorted (25 red, white, pink, novelty)",3,11,0,0,11,0
garden roses bridal piano,1,2,0,0,2,0
lilies la hybrids amiga 2/3 bl,1,1,0,0,1,0
sky blue,2,3,0,0,0,1
mandarin xpression,1,3,0,0,0,3
roses cotton candy,1,1,0,0,1,0
cubana,1,1,0,0,0,1
light pink ranun,1,1,0,0,0,1
roses nena,0,3,0,0,3,0
galax,2,4,0,0,0,4
delphinium sunshine (spray),1,1,0,0,1,0
orange ranunculus,2,4,0,0,0,4
"babys breath ",2,3,0,0,0,0
"white spray ",1,1,0,0,0,1
bouquets round bahama mama medium tropical 21 stbqt mixed 50cm,2,2,0,0,0,2
dried and preserved flowers strawflower assorted,1,1,0,0,1,0
"mixed box mcg - assorted red/ white (10 hydrange white, 10 red tinted, 50 ruscus white, 50 red tinte",1,1,0,0,1,0
lis,2,3,0,0,0,3
pampa,0,1,0,0,0,1
berries viburnum opulus,1,1,0,0,1,0
be loving,1,1,0,0,0,1
tibet,10,24,0,0,5,14
fire up,2,2,0,0,0,0
"solidago gold ",1,1,0,0,0,1
roses born free,1,1,0,0,1,0
delphinium triton lavender,1,1,0,0,1,0
daffodils,3,5,0,0,0,5
button poms,0,1,0,0,0,0
parvafolia,1,1,0,0,0,1
delphinium  blue planet,1,2,0,0,0,0
spring roses,0,1,0,0,0,0
latte,1,4,0,0,0,0
lisianthus white,2,5,0,0,0,3
sprengeri,0,4,0,0,0,0
burgundy (burgundy to purple),1,1,0,0,0,0
roses nude (mauve),0,2,0,0,2,0
stock light purple,1,1,0,0,0,1
scabiosa bon bon vainilla,1,2,0,0,1,1
flowers,1,3,0,0,0,0
chrysanthemum disbuds/ mums cremon kalimaya,0,1,0,0,1,0
white+lysia,1,1,0,0,0,0
high and magic,1,1,0,0,0,1
"eucalyptus cali assorted (20 baby blue, silver dollar, 14 seeded eucalyptus) 54 st/box",0,4,0,0,0,4
snapdragons assorted,0,1,0,0,0,0
"red anemone ",0,1,0,0,0,0
stars of beth arabicum,1,1,0,0,1,0
smilax garland,2,2,0,0,0,2
" playa blanca (sometimes have subtle blush hints)",5,6,0,0,5,0
peachy pink,1,1,0,0,0,1
garlands gyp babys breath,1,3,0,0,0,0
roses absolute in pink,0,1,0,0,1,0
carnation grand sole,1,1,0,0,1,0
spray assorted,0,1,0,0,0,0
assorted rose,1,1,0,0,0,1
shamrock,1,1,0,0,0,1
garden rose pink x pression,1,1,0,0,0,1
magnum chrysanthemum,2,5,0,0,0,5
white chrys,0,1,0,0,0,1
star,1,1,0,0,0,0
garden roses assorted (in bunch),0,2,0,0,2,0
pinacle hydrangea,1,1,0,0,0,1
ravel,1,1,0,0,0,1
picushion,1,1,0,0,0,1
mixed boxes,5,8,0,0,0,8
sugar doll,1,1,0,0,0,1
aster spray carnival aster duplo white,1,1,0,0,1,0
mrs george mood board,1,2,0,0,0,2
rose petals fresh petals cream (600 petals/ plastic bag),1,1,0,0,1,0
carnationsorange carnations,1,2,0,0,0,0
ranunculus butterfly,3,3,0,0,0,2
"roses mothers day ",1,2,0,0,0,2
pinkpeach rose,1,3,0,0,0,0
hearts roses,1,1,0,0,0,1
tulips double purple,1,1,0,0,0,1
all4 love,1,1,0,0,0,1
"aga mixed ",0,1,0,0,0,0
cream,5,11,0,0,0,2
"spray pom ",1,1,0,0,0,1
palm+sago,0,1,0,0,1,0
garden rose white,2,2,0,0,0,2
poppy pods,0,1,0,0,0,1
yellow roses,6,12,0,0,0,3
violet,1,1,0,0,0,1
"apple ",0,1,0,0,0,0
dendrobium orchid,1,2,0,0,0,2
golden celebration,1,1,0,0,0,0
eucalyptus seeded (regular seed),1,1,0,0,1,0
bells of ireland green,7,8,0,0,8,0
poppies pods,0,1,0,0,1,0
hypericum berries,2,4,0,0,0,1
smilax vine - 3 strands intertwined 3-4ft sections,2,2,0,0,2,0
white xlence,1,1,0,0,0,0
"hydrangea antique white select (16-17 cm) exclusive grown / cannot be cancelled ",1,1,0,0,1,0
